res_gs,work_gs,Residence,Workplace,FREQUENCY,SUM_Walked,SUM_Bicycle,SUM_Car_truck_or_van_Drove_alone,SUM_Car_truck_or_van_In_a_2_person_carpool,SUM_Car_truck_or_van_In_a_3_person_carpool,SUM_Car_truck_or_van_In_a_4_person_carpool,SUM_Car_truck_or_van_In_a_5_or_6_person_carpool,SUM_Car_truck_or_van_In_a_7_or_more_person_carpool,SUM_Motorcycle,SUM_Taxicab,SUM_Bus_or_trolley_bus,SUM_Subway_or_elevated,SUM_Railroad,SUM_Streetcar_or_trolley_car,SUM_Ferryboat,SUM_Other_method,SUM_Worked_at_home,,SUM_Total_means_of_transportation
gs17,gs08,Outer North,Inner Lower West,21,0,0,196,0,0,0,0,0,0,0,0,0,10,0,0,0,0,,206
gs17,gs09,Outer North,Northwest Indiana,5,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130
gs17,gs10,Outer North,Middle North,258,20,24,4264,152,74,19,4,26,0,0,40,0,54,0,0,20,0,,4706
gs17,gs11,Outer North,Middle Northwest,166,0,0,1755,234,18,0,10,8,0,0,0,0,0,0,0,15,0,,2041
gs17,gs12,Outer North,Middle/Outer South,5,0,0,55,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,59
gs17,gs13,Outer North,Middle Southwest,14,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,143
gs17,gs14,Outer North,Middle West,25,0,0,265,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,284
gs17,gs15,Outer North,Middle Upper West,65,0,4,701,69,20,0,0,10,0,0,10,0,0,0,0,10,0,,824
gs17,gs16,Outer North,Middle Lower West,41,0,0,378,20,0,0,0,0,10,0,0,0,15,0,0,0,0,,423
gs17,gs17,Outer North,Outer North,1139,2751,132,25420,2529,480,118,69,76,58,4,483,0,102,0,0,378,5992,,38498
gs17,gs18,Outer North,Outer Northwest,1052,125,12,19014,2511,703,231,74,65,10,14,605,0,123,0,0,214,0,,23738
gs17,gs19,Outer North,Outer Southwest,5,0,0,28,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,38
gs17,gs20,Outer North,Outer West,2,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,30
gs17,gs21,Outer North,Outer Upper West,14,25,0,119,50,0,0,0,0,0,0,25,0,0,0,0,0,0,,219
gs17,gs22,Outer North,Outer Lower West,3,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,18
gs17,gs23,Outer North,External Illinois,2,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,19
gs17,gs25,Outer North,External Wisconsin,115,0,0,2000,150,20,0,0,0,0,0,0,0,10,0,0,0,0,,2182
gs18,gs01,Outer Northwest,Central,744,54,33,4023,278,57,10,20,0,0,8,67,420,8486,0,20,145,0,,13658
gs18,gs02,Outer Northwest,Inner North,403,30,0,3976,278,69,50,10,0,0,0,20,19,390,0,0,15,0,,4854
gs18,gs03,Outer Northwest,Inner Northwest,642,0,0,7478,372,134,20,0,0,12,0,0,10,262,0,0,4,0,,8324
gs18,gs04,Outer Northwest,Inner South,71,0,0,559,98,0,10,10,0,0,0,10,0,161,0,0,0,0,,848
gs18,gs05,Outer Northwest,Inner Southwest,77,10,0,793,59,0,0,0,0,0,0,0,0,53,0,0,0,0,,915
gs18,gs06,Outer Northwest,Inner West,155,0,0,1720,68,20,0,0,0,0,0,0,0,78,0,0,0,0,,1882
gs18,gs07,Outer Northwest,Inner Upper West,94,0,0,1121,97,0,0,4,0,4,0,0,0,44,0,0,0,0,,1272
gs18,gs08,Outer Northwest,Inner Lower West,63,20,10,737,114,0,4,0,0,0,0,0,0,10,0,0,0,0,,895
gs18,gs09,Outer Northwest,Northwest Indiana,12,0,0,96,0,0,0,0,0,0,15,0,0,0,0,0,0,0,,111
gs18,gs10,Outer Northwest,Middle North,564,0,0,8160,462,35,18,15,19,0,4,0,0,184,0,0,84,0,,8986
gs18,gs11,Outer Northwest,Middle Northwest,1385,38,15,23351,1535,361,14,0,10,69,10,30,4,128,0,0,109,0,,25645
gs18,gs12,Outer Northwest,Middle/Outer South,27,0,0,255,0,0,0,0,0,30,0,0,0,4,0,0,0,0,,289
gs18,gs13,Outer Northwest,Middle Southwest,59,0,0,721,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,745
gs18,gs14,Outer Northwest,Middle West,307,0,0,3521,154,39,0,0,10,0,0,0,0,15,0,0,25,0,,3762
gs18,gs15,Outer Northwest,Middle Upper West,724,0,20,10332,556,48,20,4,19,10,0,0,0,10,15,0,0,0,,11028
gs18,gs16,Outer Northwest,Middle Lower West,291,0,0,3449,234,108,0,0,0,0,0,0,0,4,0,0,10,0,,3804
gs18,gs17,Outer Northwest,Outer North,1409,32,4,25199,1621,240,184,59,39,40,10,89,10,178,0,0,104,0,,27822
gs18,gs18,Outer Northwest,Outer Northwest,5710,2361,518,153051,9784,2008,692,123,171,249,159,445,28,379,0,10,1154,23298,,194515
gs18,gs19,Outer Northwest,Outer Southwest,26,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,280
gs18,gs20,Outer Northwest,Outer West,89,0,0,1389,33,14,0,0,0,0,0,0,0,0,0,0,0,0,,1437
gs18,gs21,Outer Northwest,Outer Upper West,437,0,0,7934,503,84,14,0,0,0,0,10,0,0,0,0,14,0,,8556
gs18,gs22,Outer Northwest,Outer Lower West,50,0,0,615,44,0,0,0,0,0,0,0,0,0,0,0,40,0,,699
gs18,gs23,Outer Northwest,External Illinois,170,15,0,1999,209,45,14,0,0,0,0,0,0,0,0,0,10,0,,2292
gs18,gs25,Outer Northwest,External Wisconsin,296,25,0,3577,283,55,55,0,0,4,0,0,0,0,0,0,10,0,,4009
gs19,gs01,Outer Southwest,Central,556,15,0,5272,331,93,28,4,0,0,0,184,264,4966,0,10,54,0,,11281
gs19,gs02,Outer Southwest,Inner North,91,10,0,970,77,4,0,0,0,0,0,0,0,10,0,0,0,0,,1071
gs19,gs03,Outer Southwest,Inner Northwest,138,0,0,1615,10,25,24,4,0,0,0,15,0,49,0,0,10,0,,1757
gs19,gs04,Outer Southwest,Inner South,270,10,0,3048,165,39,0,0,0,0,0,4,0,94,0,0,10,0,,3372
gs19,gs05,Outer Southwest,Inner Southwest,359,0,0,4914,233,50,0,0,10,0,0,10,4,39,0,0,65,0,,5329
gs19,gs06,Outer Southwest,Inner West,173,15,0,1974,87,20,0,4,0,0,0,15,0,25,0,0,0,0,,2140
gs19,gs07,Outer Southwest,Inner Upper West,55,0,0,719,110,0,0,60,0,0,0,0,0,15,0,0,0,0,,904
gs19,gs08,Outer Southwest,Inner Lower West,223,0,0,3010,105,14,20,10,0,0,0,0,0,0,0,0,0,0,,3166
gs19,gs09,Outer Southwest,Northwest Indiana,88,0,0,932,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,988
gs19,gs10,Outer Southwest,Middle North,30,0,0,388,25,0,0,0,0,0,0,0,0,20,0,0,0,0,,433
gs19,gs11,Outer Southwest,Middle Northwest,127,0,10,1384,165,15,30,4,0,15,0,0,0,0,0,0,25,0,,1648
gs19,gs12,Outer Southwest,Middle/Outer South,349,0,0,4720,205,30,0,0,0,0,0,0,0,0,0,0,72,0,,5019
gs19,gs13,Outer Southwest,Middle Southwest,894,10,10,15207,711,52,68,0,0,25,0,28,0,0,0,0,154,0,,16274
gs19,gs14,Outer Southwest,Middle West,318,0,0,4706,268,53,20,25,0,0,0,0,0,20,0,0,0,0,,5099
gs19,gs15,Outer Southwest,Middle Upper West,180,0,0,2237,149,0,0,4,14,0,0,0,0,35,0,0,14,0,,2453
gs19,gs16,Outer Southwest,Middle Lower West,1415,16,0,23972,1269,241,122,50,20,45,0,30,0,10,0,0,83,0,,25838
gs19,gs17,Outer Southwest,Outer North,16,0,0,171,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,181
gs19,gs18,Outer Southwest,Outer Northwest,41,0,0,611,55,0,0,0,0,0,0,0,0,0,0,0,0,0,,666
gs19,gs19,Outer Southwest,Outer Southwest,3165,1374,168,64028,3937,702,279,97,18,18,34,435,0,64,0,0,732,7943,,79848
gs19,gs20,Outer Southwest,Outer West,25,0,0,368,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,378
gs19,gs21,Outer Southwest,Outer Upper West,29,4,0,379,50,0,0,10,0,0,0,0,0,0,0,0,0,0,,443
gs19,gs22,Outer Southwest,Outer Lower West,172,0,0,2432,200,20,20,0,0,10,0,0,0,0,0,0,35,0,,2712
gs19,gs23,Outer Southwest,External Illinois,321,4,0,4182,224,8,0,0,0,0,0,0,0,0,0,0,54,0,,4476
gs19,gs24,Outer Southwest,External Indiana,11,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,129
gs19,gs25,Outer Southwest,External Wisconsin,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55
gs20,gs01,Outer West,Central,103,0,0,789,30,0,0,0,0,0,0,30,135,1955,0,0,8,0,,2959
gs20,gs02,Outer West,Inner North,11,0,0,158,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,173
gs20,gs03,Outer West,Inner Northwest,44,0,0,822,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,832
gs20,gs04,Outer West,Inner South,7,10,0,39,4,0,0,0,0,0,0,0,0,10,0,0,0,0,,63
gs20,gs05,Outer West,Inner Southwest,8,0,0,104,0,0,0,0,0,0,0,0,0,15,0,0,0,0,,119
gs20,gs06,Outer West,Inner West,32,0,0,415,25,0,0,0,0,0,0,0,0,15,0,0,0,0,,455
gs20,gs07,Outer West,Inner Upper West,13,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,178
gs20,gs08,Outer West,Inner Lower West,12,0,0,180,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,195
gs20,gs09,Outer West,Northwest Indiana,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
gs20,gs10,Outer West,Middle North,10,0,0,107,0,0,4,0,0,0,0,0,0,0,0,0,0,0,,111
gs20,gs11,Outer West,Middle Northwest,80,0,0,1590,153,0,0,0,0,4,0,0,0,0,0,0,0,0,,1747
gs20,gs12,Outer West,Middle/Outer South,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100
gs20,gs13,Outer West,Middle Southwest,21,0,0,353,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,368
gs20,gs14,Outer West,Middle West,256,0,0,5261,268,19,30,0,0,0,0,0,0,20,0,0,0,0,,5610
gs20,gs15,Outer West,Middle Upper West,169,0,0,2822,159,70,0,0,0,0,0,0,0,20,0,0,0,0,,3066
gs20,gs16,Outer West,Middle Lower West,257,75,0,4797,189,34,0,15,0,0,0,0,0,0,0,0,45,0,,5162
gs20,gs17,Outer West,Outer North,7,0,0,110,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,114
gs20,gs18,Outer West,Outer Northwest,53,0,0,715,45,0,4,0,0,0,0,0,0,0,0,0,0,0,,759
gs20,gs19,Outer West,Outer Southwest,16,0,0,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,233
gs20,gs20,Outer West,Outer West,250,783,68,15247,978,153,130,35,20,100,15,30,0,0,0,0,55,5125,,22748
gs20,gs21,Outer West,Outer Upper West,162,0,0,3521,276,45,4,4,0,0,0,4,0,15,0,0,35,0,,3889
gs20,gs22,Outer West,Outer Lower West,201,80,10,3722,151,65,44,0,4,0,0,10,0,10,0,0,15,0,,4095
gs20,gs23,Outer West,External Illinois,66,0,0,938,15,14,0,0,0,0,0,0,0,0,0,0,0,0,,962
gs20,gs25,Outer West,External Wisconsin,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43
gs21,gs01,Outer Upper West,Central,104,0,0,819,134,4,0,25,0,0,0,14,14,1173,0,25,59,0,,2285
gs21,gs02,Outer Upper West,Inner North,42,0,0,725,8,0,0,0,0,0,0,4,0,25,0,0,0,0,,763
gs21,gs03,Outer Upper West,Inner Northwest,112,0,0,1966,164,15,25,10,0,0,10,0,0,0,0,0,0,0,,2190
gs21,gs04,Outer Upper West,Inner South,11,0,0,204,0,4,0,0,0,0,0,0,0,20,0,0,0,0,,228
gs21,gs05,Outer Upper West,Inner Southwest,17,0,0,323,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,333
gs21,gs06,Outer Upper West,Inner West,40,0,0,568,12,15,0,0,0,0,4,0,0,0,0,0,0,0,,599
gs21,gs07,Outer Upper West,Inner Upper West,24,0,0,388,45,50,0,0,0,0,0,0,0,10,0,0,0,0,,493
gs21,gs08,Outer Upper West,Inner Lower West,13,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,141
gs21,gs09,Outer Upper West,Northwest Indiana,2,0,0,35,0,0,60,0,0,0,0,0,0,0,0,0,0,0,,95
gs21,gs10,Outer Upper West,Middle North,31,4,0,521,0,15,0,0,0,0,0,0,0,0,0,0,0,0,,540
gs21,gs11,Outer Upper West,Middle Northwest,269,0,0,6578,582,175,45,0,0,0,10,0,0,0,0,0,30,0,,7411
gs21,gs12,Outer Upper West,Middle/Outer South,8,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,149
gs21,gs13,Outer Upper West,Middle Southwest,13,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,147
gs21,gs14,Outer Upper West,Middle West,171,0,0,3236,153,140,49,0,0,15,0,0,0,45,0,0,40,0,,3683
gs21,gs15,Outer Upper West,Middle Upper West,410,0,0,8653,734,54,50,153,0,4,0,85,0,4,0,0,10,0,,9769
gs21,gs16,Outer Upper West,Middle Lower West,115,0,0,2179,128,4,0,10,0,0,0,0,0,0,0,0,0,0,,2321
gs21,gs17,Outer Upper West,Outer North,22,0,0,286,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,330
gs21,gs18,Outer Upper West,Outer Northwest,329,0,0,6382,593,52,20,10,14,10,0,0,0,0,0,0,10,0,,7087
gs21,gs19,Outer Upper West,Outer Southwest,12,0,0,123,50,0,60,0,0,0,0,0,0,40,0,0,0,0,,273
gs21,gs20,Outer Upper West,Outer West,199,20,0,4938,547,35,20,25,0,4,4,0,0,0,0,0,84,0,,5690
gs21,gs21,Outer Upper West,Outer Upper West,551,933,94,22697,2510,471,113,52,28,10,43,264,4,35,10,0,159,3709,,30125
gs21,gs22,Outer Upper West,Outer Lower West,93,25,0,1518,67,15,29,85,0,0,0,4,0,0,0,0,10,0,,1756
gs21,gs23,Outer Upper West,External Illinois,44,15,0,913,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,953
gs21,gs25,Outer Upper West,External Wisconsin,5,0,0,45,0,25,0,0,0,0,0,0,0,0,0,0,0,0,,70
gs22,gs01,Outer Lower West,Central,129,0,0,1222,125,25,0,0,0,0,0,69,75,2225,0,0,65,0,,3793
gs22,gs02,Outer Lower West,Inner North,12,0,0,159,10,0,35,0,0,0,0,0,0,10,0,0,0,0,,214
gs22,gs03,Outer Lower West,Inner Northwest,55,0,0,1056,30,75,0,0,0,0,0,0,0,0,0,0,0,0,,1161
gs22,gs04,Outer Lower West,Inner South,17,0,0,329,75,0,0,0,0,0,0,0,0,10,0,0,0,0,,414
gs22,gs05,Outer Lower West,Inner Southwest,23,0,0,314,30,0,0,0,0,20,0,0,0,0,0,0,0,0,,364
gs22,gs06,Outer Lower West,Inner West,43,0,0,697,60,0,0,0,0,4,0,0,0,0,0,0,0,0,,761
gs22,gs07,Outer Lower West,Inner Upper West,9,0,0,184,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,229
gs22,gs08,Outer Lower West,Inner Lower West,27,0,0,385,15,0,0,0,0,0,0,0,0,30,0,0,0,0,,430
gs22,gs09,Outer Lower West,Northwest Indiana,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,45
gs22,gs10,Outer Lower West,Middle North,9,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,184
gs22,gs11,Outer Lower West,Middle Northwest,45,0,0,888,18,0,0,0,0,0,0,0,0,20,0,0,0,0,,927
gs22,gs12,Outer Lower West,Middle/Outer South,10,0,0,175,10,0,0,0,4,0,0,0,0,0,0,0,0,0,,189
gs22,gs13,Outer Lower West,Middle Southwest,57,0,0,1308,99,20,0,0,0,0,0,0,0,0,0,0,0,0,,1427
gs22,gs14,Outer Lower West,Middle West,317,0,0,6030,994,25,4,4,0,0,0,0,0,0,0,0,0,0,,7055
gs22,gs15,Outer Lower West,Middle Upper West,128,0,0,2072,130,4,0,60,0,0,0,0,0,0,0,0,14,0,,2285
gs22,gs16,Outer Lower West,Middle Lower West,830,50,0,22187,1676,342,49,10,35,10,4,24,0,159,0,0,20,0,,24580
gs22,gs17,Outer Lower West,Outer North,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100
gs22,gs18,Outer Lower West,Outer Northwest,31,0,0,498,10,10,0,0,0,0,0,0,0,0,0,0,0,0,,518
gs22,gs19,Outer Lower West,Outer Southwest,130,40,0,3517,34,4,15,0,0,0,0,0,0,20,0,0,0,0,,3615
gs22,gs20,Outer Lower West,Outer West,338,10,0,9933,1033,277,70,10,20,110,0,4,0,0,0,0,14,0,,11484
gs22,gs21,Outer Lower West,Outer Upper West,150,44,0,2774,214,74,0,4,4,0,4,25,0,0,0,0,10,0,,3157
gs22,gs22,Outer Lower West,Outer Lower West,930,1286,153,37285,3277,470,48,193,28,72,15,267,0,10,0,0,186,5824,,47063
gs22,gs23,Outer Lower West,External Illinois,120,15,0,2865,114,22,0,20,0,0,0,0,0,0,0,0,20,0,,3052
gs22,gs24,Outer Lower West,External Indiana,1,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,55
gs23,gs01,External Illinois,Central,143,28,0,895,127,20,0,0,0,0,0,24,20,511,0,0,15,0,,1642
gs23,gs02,External Illinois,Inner North,29,15,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,331
gs23,gs03,External Illinois,Inner Northwest,78,20,0,726,96,15,0,50,0,0,0,10,0,55,0,0,0,0,,972
gs23,gs04,External Illinois,Inner South,74,10,0,721,4,4,4,0,0,0,0,0,0,14,0,0,15,0,,773
gs23,gs05,External Illinois,Inner Southwest,69,0,0,572,57,4,4,0,0,0,0,0,0,0,0,0,15,0,,647
gs23,gs06,External Illinois,Inner West,35,0,0,315,4,0,10,10,0,0,0,20,10,15,0,0,0,0,,384
gs23,gs07,External Illinois,Inner Upper West,12,0,0,166,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,170
gs23,gs08,External Illinois,Inner Lower West,42,0,0,353,0,0,0,10,0,0,0,0,0,0,0,0,0,0,,363
gs23,gs09,External Illinois,Northwest Indiana,44,0,0,485,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,495
gs23,gs10,External Illinois,Middle North,9,0,0,85,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,89
gs23,gs11,External Illinois,Middle Northwest,120,0,0,1155,171,105,0,28,92,0,0,0,0,8,0,0,0,0,,1563
gs23,gs12,External Illinois,Middle/Outer South,172,4,0,2177,179,54,10,0,0,15,0,0,0,0,0,0,0,0,,2435
gs23,gs13,External Illinois,Middle Southwest,114,0,0,1181,102,40,0,10,0,0,0,0,0,0,0,0,8,0,,1333
gs23,gs14,External Illinois,Middle West,189,4,0,2019,252,44,0,0,0,0,0,20,0,10,0,0,0,0,,2351
gs23,gs15,External Illinois,Middle Upper West,121,0,0,1465,194,15,0,0,0,0,0,0,0,0,0,0,10,0,,1684
gs23,gs16,External Illinois,Middle Lower West,347,0,0,3422,391,24,24,10,0,0,0,0,0,0,0,0,0,0,,3866
gs23,gs17,External Illinois,Outer North,11,0,0,111,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,115
gs23,gs18,External Illinois,Outer Northwest,257,0,0,3716,264,4,145,18,0,4,0,0,0,0,0,0,4,0,,4160
gs23,gs19,External Illinois,Outer Southwest,559,4,0,7753,489,104,24,4,20,45,4,0,0,0,0,0,14,0,,8430
gs23,gs20,External Illinois,Outer West,209,0,0,3115,247,14,0,0,0,0,0,0,0,0,0,0,30,0,,3418
gs23,gs21,External Illinois,Outer Upper West,208,0,15,3046,343,93,0,4,15,40,0,25,0,0,0,0,10,0,,3601
gs23,gs22,External Illinois,Outer Lower West,362,25,25,6190,605,76,8,19,10,4,0,4,0,0,0,0,29,0,,6998
gs23,gs23,External Illinois,External Illinois,5803,5182,1289,187788,15014,2300,793,256,281,325,142,2082,8,46,4,0,1695,11967,,229018
gs23,gs24,External Illinois,External Indiana,8,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,61
gs23,gs25,External Illinois,External Wisconsin,38,0,0,336,116,50,0,4,0,0,0,0,0,0,0,0,4,0,,507
gs24,gs01,External Indiana,Central,206,46,0,1692,194,4,25,55,68,0,4,171,146,809,0,0,52,0,,3224
gs24,gs02,External Indiana,Inner North,24,4,0,171,29,0,0,0,0,0,0,54,0,4,0,0,0,0,,262
gs24,gs03,External Indiana,Inner Northwest,29,0,0,308,15,0,0,0,15,0,0,8,4,0,0,0,0,0,,346
gs24,gs04,External Indiana,Inner South,154,44,0,2174,127,35,8,4,0,0,0,0,0,44,0,0,0,0,,2424
gs24,gs05,External Indiana,Inner Southwest,55,0,0,665,35,10,0,4,15,0,0,0,0,8,0,0,0,0,,737
gs24,gs06,External Indiana,Inner West,13,0,0,103,0,0,0,0,4,0,0,0,0,0,0,0,0,0,,107
gs24,gs07,External Indiana,Inner Upper West,8,0,0,105,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,125
gs24,gs08,External Indiana,Inner Lower West,16,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,242
gs24,gs09,External Indiana,Northwest Indiana,1218,53,4,30090,1319,246,90,0,10,78,0,55,0,4,0,4,133,0,,32071
gs24,gs10,External Indiana,Middle North,9,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,81
gs24,gs11,External Indiana,Middle Northwest,13,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,141
gs24,gs12,External Indiana,Middle/Outer South,136,0,0,2035,148,0,0,0,0,10,0,0,0,0,0,0,0,0,,2194
gs24,gs13,External Indiana,Middle Southwest,47,0,0,499,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,528
gs24,gs14,External Indiana,Middle West,14,4,0,159,15,0,0,0,0,0,0,0,0,0,0,0,10,0,,188
gs24,gs15,External Indiana,Middle Upper West,8,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,124
gs24,gs16,External Indiana,Middle Lower West,22,0,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,261
gs24,gs17,External Indiana,Outer North,10,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,69
gs24,gs18,External Indiana,Outer Northwest,4,0,0,54,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,74
gs24,gs19,External Indiana,Outer Southwest,39,0,0,505,15,0,0,0,0,0,0,14,0,4,0,0,0,0,,534
gs24,gs21,External Indiana,Outer Upper West,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
gs24,gs22,External Indiana,Outer Lower West,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4
gs24,gs23,External Indiana,External Illinois,15,0,0,263,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,278
gs24,gs24,External Indiana,External Indiana,1798,1855,346,73070,4607,552,161,96,81,95,10,287,4,44,0,20,528,5558,,87316
gs24,gs25,External Indiana,External Wisconsin,2,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30
gs25,gs01,External Wisconsin,Central,76,50,0,331,44,0,0,0,0,0,0,55,0,325,0,4,14,0,,830
gs25,gs02,External Wisconsin,Inner North,40,0,0,359,0,0,0,0,0,0,0,0,10,39,0,0,0,0,,408
gs25,gs03,External Wisconsin,Inner Northwest,58,0,0,561,84,39,0,4,0,0,0,10,0,36,0,0,0,0,,734
gs25,gs04,External Wisconsin,Inner South,8,0,0,103,14,0,0,0,0,0,0,0,0,15,0,0,0,0,,132
gs25,gs05,External Wisconsin,Inner Southwest,10,0,0,88,14,0,0,0,0,0,0,0,0,0,0,0,10,0,,112
gs25,gs06,External Wisconsin,Inner West,17,0,0,125,0,0,0,0,0,0,0,0,0,30,0,0,0,0,,155
gs25,gs07,External Wisconsin,Inner Upper West,12,0,0,186,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,190
gs25,gs08,External Wisconsin,Inner Lower West,11,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,78
gs25,gs10,External Wisconsin,Middle North,40,4,0,360,24,0,0,0,0,0,0,0,0,25,0,0,0,0,,413
gs25,gs11,External Wisconsin,Middle Northwest,58,0,0,649,0,10,0,0,4,0,0,0,0,0,0,0,0,0,,659
gs25,gs12,External Wisconsin,Middle/Outer South,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,29
gs25,gs13,External Wisconsin,Middle Southwest,6,0,0,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,46
gs25,gs14,External Wisconsin,Middle West,20,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,150
gs25,gs15,External Wisconsin,Middle Upper West,36,4,0,303,29,4,0,0,0,0,0,0,0,0,0,0,0,0,,342
gs25,gs16,External Wisconsin,Middle Lower West,31,0,0,218,57,14,0,0,0,0,0,0,10,0,0,0,0,0,,299
gs25,gs17,External Wisconsin,Outer North,346,0,10,5051,287,24,29,39,10,4,0,0,0,8,0,0,0,0,,5469
gs25,gs18,External Wisconsin,Outer Northwest,791,24,15,11529,636,107,4,0,30,23,0,15,15,0,0,0,39,0,,12460
gs25,gs19,External Wisconsin,Outer Southwest,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,23
gs25,gs20,External Wisconsin,Outer West,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41
gs25,gs21,External Wisconsin,Outer Upper West,19,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,141
gs25,gs22,External Wisconsin,Outer Lower West,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22
gs25,gs23,External Wisconsin,External Illinois,60,0,0,438,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,453
gs25,gs24,External Wisconsin,External Indiana,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,10
gs25,gs25,External Wisconsin,External Wisconsin,3265,3843,650,101843,9021,1381,327,269,194,309,116,932,0,18,0,0,800,7427,,127119
